make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Maruti,Ertiga,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16,1373,94,130,4000,7,India
Nissan,Terrano,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19,1461,108,248,2250,5,Japan
Honda,City,2014,725000,120000,Petrol,Individual,Manual,First Owner,17,1497,117,145,4600,5,Japan
Renault,KWID,2016,229999,40000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Toyota,Innova,2013,800000,160000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3600,8,Japan
Maruti,Wagon,2017,409999,47000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,Creta,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Tata,Tiago,2017,400000,26000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Hyundai,Grand,2018,520000,29000,Diesel,Individual,Manual,First Owner,24,1186,74,190,2000,5,South Korea
Maruti,Baleno,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21,1197,83,115,4000,5,India
Maruti,Swift,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16,1298,88,12,4500,5,India
Maruti,Swift,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17,1197,86,114,4000,5,India
Maruti,Swift,2014,400000,50000,Petrol,Individual,Manual,First Owner,20,1197,82,113,4200,5,India
Hyundai,i20,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,11,4000,5,South Korea
Maruti,Zen,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,78,4500,5,India
Maruti,Celerio,2017,351000,36000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Toyota,Innova,2007,404000,120000,Diesel,Individual,Manual,Third Owner,13,2494,102,20,2400,8,Japan
Maruti,Ritz,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21,1248,74,190,2000,5,India
Nissan,Micra,2011,250000,50000,Diesel,Individual,Manual,First Owner,23,1461,63,160,2000,5,Japan
Maruti,Zen,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,78,4500,5,India
Hyundai,Verna,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17,1591,121,155,4200,5,South Korea
Maruti,Zen,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18,998,67,90,3500,5,India
Hyundai,Santro,2005,85000,60000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,South Korea
Maruti,Alto,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,20,796,46,62,3000,5,India
Maruti,Swift,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19,1248,74,190,2000,5,India
Maruti,A-Star,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19,998,66,90,3500,5,India
Maruti,Ertiga,2013,480000,110000,Diesel,Individual,Manual,Third Owner,21,1248,89,200,1750,7,India
Maruti,Swift,2008,170000,120000,Diesel,Individual,Manual,Third Owner,18,1248,75,190,2000,5,India
Nissan,Micra,2011,275000,45000,Diesel,Individual,Manual,First Owner,23,1461,63,160,2000,5,Japan
Maruti,Wagon,2005,89000,90000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Ford,Figo,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,160,2000,5,United States
Hyundai,Creta,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17,1582,126,260,2325,5,South Korea
Maruti,Swift,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22,1197,82,113,4200,5,India
Datsun,GO,2016,335000,40000,Petrol,Dealer,Manual,First Owner,21,1198,67,104,4000,5,Japan
Hyundai,Grand,2015,434999,40000,Petrol,Dealer,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Renault,KWID,2018,390000,13000,Petrol,Dealer,Manual,First Owner,21,799,53,72,4386,5,France
Honda,Brio,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18,1198,87,109,4500,5,Japan
Volkswagen,Ameo,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17,1198,74,110,3750,5,Germany
Nissan,Sunny,2012,450000,9000,Petrol,Dealer,Manual,First Owner,17,1498,98,134,4000,5,Japan
Toyota,Etios,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,24,1364,67,170,2400,5,Japan
Hyundai,i10,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Renault,Duster,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20,1461,84,200,1900,5,France
Mahindra,XUV500,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15,2179,140,330,2800,7,India
Toyota,Innova,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,13,2494,102,20,2400,7,Japan
Tata,Indigo,2011,150000,50000,Petrol,Individual,Manual,Second Owner,16,1193,64,100,2700,5,India
Hyundai,Elantra,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14,1797,148,178,4700,5,South Korea
Tata,Nano,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25,624,38,51,4000,4,India
Nissan,Micra,2013,250000,120000,Diesel,Individual,Manual,First Owner,23,1461,63,160,2000,5,Japan
Maruti,Wagon,2005,65000,35000,Petrol,Individual,Manual,First Owner,19,998,67,90,3500,5,India
Maruti,Swift,2016,550000,60000,Diesel,Individual,Manual,Second Owner,27,1248,74,190,2000,5,India
Hyundai,i10,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20,1197,79,112,4000,5,South Korea
Renault,KWID,2016,300000,30000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Tata,Safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,2179,148,320,3000,7,India
Maruti,Wagon,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,22,998,67,90,3500,5,India
Maruti,Baleno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,1248,74,190,2000,5,India
Honda,Jazz,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,89,110,4800,5,Japan
Toyota,Innova,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,13,2494,101,200,3600,7,Japan
Maruti,Swift,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,82,113,4200,5,India
Toyota,Etios,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,17,1496,89,132,3000,5,Japan
Maruti,Swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,1197,82,113,4200,5,India
Hyundai,Grand,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,1186,74,190,2000,5,South Korea
Honda,Amaze,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,89,110,4800,5,Japan
Hyundai,i10,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20,1197,79,112,4000,5,South Korea
Toyota,Etios,2012,265000,162000,Diesel,Individual,Manual,Third Owner,19,1459,92,0,3011,5,Japan
Maruti,Swift,2015,480000,90000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Hyundai,Verna,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22,1582,126,260,2325,5,South Korea
Maruti,SX4,2012,300000,100000,Diesel,Individual,Manual,Second Owner,22,1248,89,200,1750,5,India
Maruti,Alto,2016,240000,50000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Honda,City,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18,1497,118,145,4600,5,Japan
Maruti,Swift,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28,1248,74,190,2000,5,India
Maruti,Eeco,2020,409999,35000,CNG,Individual,Manual,First Owner,21,1196,62,85,3000,5,India
Maruti,Alto,2014,215000,80000,Petrol,Individual,Manual,Second Owner,24,998,67,90,3500,5,India
Maruti,Alto,2010,150000,80000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,EON,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Tata,Tiago,2018,325000,100000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,Eeco,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15,1196,73,101,3000,5,India
Honda,Amaze,2019,700000,40000,Diesel,Individual,Automatic,First Owner,24,1498,79,160,1750,5,Japan
Hyundai,Creta,2017,950000,45000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Maruti,Alto,2010,160000,80000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Hyundai,Xcent,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24,1120,71,180,2125,5,South Korea
Toyota,Innova,2015,840000,120000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3400,7,Japan
Toyota,Etios,2013,450000,67000,Diesel,Individual,Manual,First Owner,24,1364,67,170,2400,5,Japan
Maruti,Swift,2017,900000,50000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Toyota,Innova,2008,570000,134000,Diesel,Individual,Manual,Second Owner,13,2494,102,20,2400,7,Japan
Nissan,Micra,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23,1461,63,160,2000,5,Japan
Maruti,800,2009,130000,40000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Maruti,Swift,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Volkswagen,Polo,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20,1498,89,230,2500,5,Germany
Mahindra,Verito,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21,1461,64,160,2000,5,India
Maruti,800,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Maruti,Swift,2016,600000,47000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Hyundai,Xcent,2015,409999,93000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,800,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Maruti,Celerio,2014,320000,50000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Ford,Figo,2015,292000,70000,Diesel,Individual,Manual,First Owner,20,1399,68,160,2000,5,United States
Tata,Safari,2012,390000,80000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Ford,Figo,2016,550000,44000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Maruti,Celerio,2014,385000,25000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Hyundai,Creta,2016,800000,25000,Petrol,Individual,Manual,First Owner,15,1591,121,151,4850,5,South Korea
Maruti,Swift,2019,675000,10000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Ford,EcoSport,2018,950000,30000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Hyundai,i20,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21,1396,89,220,2125,5,South Korea
Hyundai,i20,2012,525000,120000,Diesel,Individual,Manual,First Owner,23,1396,89,220,2125,5,South Korea
Mahindra,Bolero,2015,375000,80000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Nissan,Terrano,2015,580000,90000,Diesel,Individual,Manual,First Owner,20,1461,84,200,1900,5,Japan
Maruti,Swift,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20,1197,83,115,4000,5,India
Datsun,RediGO,2020,350000,2136,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Hyundai,i20,2015,600000,35000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Toyota,Innova,2015,1050000,120000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3400,7,Japan
Maruti,Baleno,2017,735000,70000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Renault,Duster,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,20,1461,108,245,1750,5,France
Chevrolet,Enjoy,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18,1248,74,172,1750,7,United States
Maruti,SX4,2017,800000,60000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Maruti,Swift,2016,600000,147000,Diesel,Individual,Manual,Second Owner,27,1248,74,190,2000,5,India
Tata,Indica,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17,1405,71,135,2500,5,India
Nissan,Micra,2016,370000,35000,Petrol,Individual,Manual,First Owner,19,1198,67,104,4000,5,Japan
Hyundai,Verna,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16,1493,110,24,2750,5,South Korea
Mahindra,KUV,2016,280000,100000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Maruti,Ertiga,2014,610000,21000,Petrol,Individual,Manual,First Owner,16,1373,94,130,4000,7,India
Ford,Fiesta,2013,300000,60000,Diesel,Individual,Manual,Second Owner,24,1498,90,204,2750,5,United States
Tata,Indigo,2010,140000,40000,Diesel,Individual,Manual,First Owner,17,1405,70,14,1800,5,India
Hyundai,i10,2008,229999,50000,Petrol,Individual,Manual,First Owner,20,1086,68,99,4500,5,South Korea
Maruti,A-Star,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19,998,66,90,3500,5,India
Maruti,Wagon,2011,200000,80000,Petrol,Individual,Manual,First Owner,19,998,67,90,3500,5,India
Hyundai,Verna,2015,560000,119000,Diesel,Individual,Manual,First Owner,24,1582,126,260,2325,5,South Korea
Maruti,Ertiga,2016,750000,80000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Maruti,Swift,2017,585000,90000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Hyundai,Verna,2016,760000,20000,Petrol,Individual,Manual,First Owner,17,1591,121,155,4200,5,South Korea
Maruti,Swift,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25,1248,74,190,2000,5,India
Mahindra,KUV,2020,480000,44665,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Hyundai,Xcent,2018,500000,60000,Petrol,Individual,Manual,First Owner,20,1197,82,114,4000,5,South Korea
Honda,Brio,2016,425000,22000,Petrol,Individual,Manual,First Owner,18,1198,87,109,4500,5,Japan
Maruti,Alto,2014,250000,25000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Maruti,Celerio,2016,285000,70000,Diesel,Individual,Manual,First Owner,28,793,47,125,2000,5,India
Maruti,Swift,2008,160000,123000,Petrol,Individual,Manual,Third Owner,18,1298,86,114,4000,5,India
Volkswagen,Vento,2011,250000,70000,Diesel,Individual,Manual,Second Owner,21,1598,104,250,2500,5,Germany
Chevrolet,Beat,2013,170000,70000,Petrol,Individual,Manual,Second Owner,19,1199,79,108,4400,5,United States
Toyota,Etios,2013,409999,45000,Diesel,Individual,Manual,First Owner,24,1364,67,170,2400,5,Japan
Hyundai,Grand,2015,400000,40000,Petrol,Individual,Automatic,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Swift,2019,700000,30000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Honda,Civic,2007,350000,90000,Petrol,Individual,Automatic,First Owner,13,1799,130,172,4300,5,Japan
Maruti,Ertiga,2016,660000,34000,Petrol,Individual,Manual,Second Owner,18,1373,91,130,4000,7,India
Maruti,Alto,2017,268000,25000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Maruti,Alto,2016,270000,50000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Chevrolet,Beat,2013,300000,50000,Diesel,Individual,Manual,First Owner,25,936,58,150,1750,5,United States
Tata,Tiago,2017,450000,90000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Chevrolet,Beat,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25,936,58,150,1750,5,United States
Tata,New,2009,250000,146000,Diesel,Individual,Manual,Second Owner,14,2179,138,320,2700,7,India
Ford,Figo,2012,300000,85000,Petrol,Individual,Manual,Second Owner,16,1196,70,102,4000,5,United States
Maruti,Swift,2016,561000,30000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Maruti,Swift,2018,755000,15000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Datsun,RediGO,2017,235000,25000,Petrol,Individual,Manual,First Owner,23,799,54,72,4386,5,Japan
Maruti,Alto,2011,165000,90000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Swift,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Tata,Indica,2011,110000,50000,Diesel,Individual,Manual,First Owner,17,1396,54,8,2500,5,India
Mahindra,Bolero,2012,320000,80000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,8,India
Maruti,Swift,2010,330000,110000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Hyundai,i20,2016,540000,38000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Hyundai,EON,2013,180000,60000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Maruti,Swift,2012,450000,30000,Petrol,Individual,Manual,First Owner,18,1197,86,114,4000,5,India
Maruti,Swift,2014,450000,30000,Petrol,Individual,Manual,First Owner,19,1197,86,114,4000,5,India
Chevrolet,Beat,2015,200000,50000,Petrol,Individual,Manual,First Owner,19,1199,77,106,4400,5,United States
Tata,Tiago,2017,425000,42000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Chevrolet,Sail,2016,400000,30000,Petrol,Individual,Manual,First Owner,18,1199,82,108,5000,5,United States
Maruti,Alto,2009,125000,60000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Honda,City,2015,900000,22000,Petrol,Individual,Manual,First Owner,17,1497,117,145,4600,5,Japan
Volkswagen,Vento,2012,450000,90000,Diesel,Individual,Manual,First Owner,21,1598,104,250,2500,5,Germany
Maruti,Alto,2011,210000,46000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,i20,2018,801000,20000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Maruti,Ertiga,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16,1373,94,130,4000,7,India
Hyundai,i20,2014,330000,30000,Petrol,Individual,Manual,Second Owner,18,1197,83,114,4000,5,South Korea
Hyundai,EON,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Hyundai,Getz,2007,120000,110000,Petrol,Individual,Manual,Second Owner,15,1341,83,115,3200,5,South Korea
Maruti,Alto,2009,130000,70000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Chevrolet,Sail,2015,220000,80000,Petrol,Individual,Manual,First Owner,18,1199,82,108,5000,5,United States
Maruti,Swift,2008,229999,50000,Diesel,Individual,Manual,Third Owner,19,1459,92,0,3011,5,India
Tata,Zest,2015,340000,110000,Petrol,Individual,Manual,First Owner,18,1193,89,140,4000,5,India
Maruti,Alto,2002,140000,50000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Toyota,Innova,2013,1000000,190000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,8,Japan
Mahindra,Bolero,2010,495000,100000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,7,India
Maruti,Alto,2015,236000,60000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Maruti,Wagon,2015,390000,40000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Swift,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Maruti,Vitara,2017,775000,32000,Diesel,Dealer,Manual,First Owner,24,1248,88,200,1750,5,India
Hyundai,Creta,2016,850000,58000,Diesel,Individual,Manual,First Owner,20,1582,126,260,2325,5,South Korea
Maruti,Vitara,2018,750000,5000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Hyundai,i20,2018,570000,25000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Hyundai,Grand,2018,580000,32000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Honda,Jazz,2016,484999,30000,Petrol,Individual,Manual,First Owner,19,1199,89,110,4800,5,Japan
Hyundai,Verna,2012,415000,60000,Petrol,Dealer,Manual,First Owner,18,1497,113,144,4500,5,South Korea
Nissan,Micra,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19,1198,76,104,4400,5,Japan
Ford,Figo,2018,550000,14200,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Hyundai,EON,2017,300000,10000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Datsun,RediGO,2018,217000,25000,Petrol,Individual,Manual,First Owner,23,799,54,72,4386,5,Japan
Ford,Freestyle,2018,700000,19100,Petrol,Individual,Manual,First Owner,19,1194,95,120,4250,5,United States
Hyundai,Santro,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20,1086,68,99,4500,5,South Korea
Ford,EcoSport,2014,484999,54000,Diesel,Dealer,Manual,First Owner,23,1498,99,205,3250,5,United States
